S,0,0,0,0,0,4,1,Odin,0
R,0,0,0,3,0,4,1,Thor,14
R,0,0,0,4,0,4,1,Odin,22
S,0,0,0,4,0,4,1,Thor,0
R,0,0,0,5,0,4,1,Thor,14
R,0,0,0,8,0,4,1,Odin,22
R,0,0,0,9,0,4,1,Thor,14
S,0,0,0,9,0,4,1,Odin,0
S,0,0,0,9,0,4,1,Odin,0
R,0,0,0,1,0,4,1,Thor,14
R,0,0,0,2,0,4,1,Thor,14
R,0,0,0,10,0,4,1,Thor,14
R,0,0,0,11,0,4,1,Thor,14
S,0,0,0,11,0,4,1,Odin,0
R,0,0,0,12,0,4,1,Thor,14
